thr,val_sharpe,val_psr0,val_dd,val_ret,val_trades,ho_sharpe,ho_psr0,ho_dd,ho_ret,ho_final,ho_trades,ho_trades_per_month,total_trades
0.35,0.35542590626873233,0.6930637696902685,-0.1405674620587356,0.08990180488755728,88,1.5323484763472979,0.9516857939605278,-0.08268242598816888,0.3282845922058013,1328.2845922058011,71,4.173742651861529,159
0.25,0.3116159707227405,0.6704107700372608,-0.2017260381677244,0.08253607689356057,117,1.3585108634630116,0.9293983627285741,-0.07741848438813104,0.31951872573763396,1319.518725737634,85,4.996734160679295,202
0.325,0.30381192685581787,0.6667170937454094,-0.1608173654729489,0.07411577441046058,94,1.3309054062088497,0.9249740528927951,-0.09276737062348994,0.28330211564718066,1283.3021156471805,71,4.173742651861529,165
0.275,0.2603897538818043,0.6438846312726639,-0.17268384717918606,0.0618820702742604,108,0.9520049225008708,0.8476461872383655,-0.10731309870625017,0.20114025036392102,1201.140250363921,82,4.820378837361202,190
0.3,0.11671839165822134,0.5656119526605669,-0.16081736547294934,0.011122168653251885,100,1.1206233410843989,0.8872140181328139,-0.10488336616722993,0.2398286824144309,1239.828682414431,77,4.526453298497715,177
0.375,-0.34660648336653116,0.3124766977751775,-0.19499447082316512,-0.11349741281506509,78,1.0606319998497433,0.8734948655520303,-0.08949619867889558,0.20921151823060868,1209.2115182306088,64,3.7622468974526457,142
0.45,-0.5789679121559538,0.20535838828226755,-0.1884330907331856,-0.1517762591812568,54,1.343088226945238,0.9269398584945224,-0.09916163876962214,0.23641585973717238,1236.4158597371725,53,3.1156107119529723,107
0.4,-0.6475811718482749,0.17905693655351712,-0.20734428643101643,-0.1804778880801905,68,1.0261243867520609,0.8659559277848217,-0.08949619867889591,0.19489770494919179,1194.8977049491918,59,3.468321358589158,127
0.425,-0.6769647795062707,0.1684047273017622,-0.20648803056247034,-0.17789421946633577,61,0.8590314646520665,0.8227659632595639,-0.12520308538238878,0.15015016135045522,1150.1501613504552,58,3.40953625081646,119
